Basic Information,,,,Airport Capacity,,,,Route Costs,,Distances from Airports (NM),,,,,,,,,,,,,,,,,"Private 
Use",
JBQ,Dominican Republic,La Isabela,1700,B,B,1,1,1500,1500,4241,4532,4334,1283,7249,2667,6854,4247,393,3774,8421,8788,1301,2872,3119,8061,8337,152,2.0.0
STI,Dominican Republic,Santiago,2600,E,E,2,1,2000,1500,4231,4527,4320,1225,7189,2613,6851,4232,434,3759,8416,8750,1243,2933,3168,8055,8283,153,2.0.0
POP,Dominican Republic,Puerto Plata,3100,E,E,1,1,1500,1500,4215,4513,4303,1206,7171,2605,6836,4215,436,3742,8428,8729,1233,2950,3189,8040,8263,154,3.0.3
PAP,Haiti,Port-au-Prince,3050,F,G,2,2,2000,1500,4334,4633,4421,1252,7190,2551,6957,4333,524,3860,8308,8821,1195,2940,3120,8160,8320,155,2.0.0
KIN,Jamaica,Kingston,2700,F,G,1,2,1500,1500,4542,4854,4620,1261,7099,2347,7176,4528,781,4057,8068,8897,1033,3052,3099,8373,8305,156,2.0.0
OCJ,Jamaica,Ocho Rios,1454,C,C,1,1,,,4529,4844,4606,1233,7069,2324,7165,4513,790,4042,8073,8870,1005,3081,3128,8360,8275,157,2.4.0
MBJ,Jamaica,Montego Bay,3060,F,G,2,1,2500,1500,4562,4881,4636,1227,7036,2274,7201,4543,844,4073,8030,8867,964,3118,3141,8392,8255,158,2.0.0
GCM,Cayman Islands,George Town,2400,E,E,1,1,1500,1500,4664,4997,4729,1197,6890,2081,7308,4632,1040,4166,7882,8817,805,3277,3219,8483,8148,159,2.0.0
HAV,Cuba,Havana,4000,F,G,3,2,3500,1500,4546,4895,4599,991,6674,1926,7186,4500,1124,4039,7931,8591,595,3486,3448,8338,7920,160,3.0.0
SNU,Cuba,Santa Clara,3017,F,G,2,1,2000,1500,4472,4812,4532,996,6773,2062,7115,4434,984,3969,8041,8629,714,3377,3394,8282,7993,161,2.4.0
PLS,Turks and Caicos Islands,Providenciales,2800,E,E,1,1,1500,1500,4198,4511,4278,1065,7020,2466,6833,4187,563,3715,8403,8633,1088,3103,3311,8029,8131,162,2.0.0
NAS,Bahamas,Nassau,3400,F,G,2,2,2000,1500,4268,4609,4327,835,6712,2125,6910,4230,904,3765,8228,8474,743,3422,3527,8078,7883,163,2.0.0
BDA,Bermuda,Bermuda,2950,F,G,1,1,1500,,3474,3808,3542,737,6589,2628,6116,3448,864,2979,9006,7913,1318,3507,3961,7299,7519,164,2.2.0
PWM,USA,Portland PWM,2200,C,C,2,2,1500,1500,3281,3672,3301,428,5862,2273,5874,3196,1579,2758,8798,7325,1255,4234,4623,6980,6836,165,2.6.0
BOS,USA,Boston,3050,F,G,3,4,6000,5500,3350,3738,3373,358,5922,2243,5949,3269,1514,2828,8769,7406,1187,4175,4546,7059,6910,166,2.0.0
PVD,USA,Providence,2650,E,E,2,3,2500,1500,3388,3774,3412,323,5950,2225,5989,3308,1484,2866,8750,7447,1151,4148,4507,7101,6947,167,2.6.0
BDL,USA,Windsor Locks,2900,E,E,2,3,2500,1500,3426,3815,3447,283,5915,2168,6020,3342,1516,2903,8694,7443,1111,4184,4521,7124,6928,168,2.2.4
HVN,USA,New Haven,2300,C,C,1,1,1500,1500,3457,3844,3480,252,5949,2160,6055,3375,1482,2935,8683,7484,1081,4151,4481,7162,6967,169,2.6.0
JFK,USA,New York JFK,4400,F,G,4,4,14500,11000,3512,3899,3535,198,5965,2120,6110,3430,1464,2990,8641,7526,1027,4136,4446,7216,6999,170,2.0.0
LGA,USA,New York LaGuardia,2150,E,E,4,3,8000,1500,3510,3898,3533,199,5956,2115,6108,3428,1473,2988,8637,7519,1027,4145,4454,7212,6990,171,2.0.0
EWR,USA,New York Newark,3350,F,G,4,5,11000,15500,3524,3912,3547,185,5955,2102,6121,3442,1474,3002,8623,7525,1013,4146,4449,7224,6993,172,2.0.0
PHL,USA,Philadelphia,3650,F,G,4,4,8500,6500,3593,3980,3616,117,5978,2054,6190,3511,1454,3071,8570,7579,945,4126,4403,7292,7034,173,2.0.0
BWI,USA,Baltimore,2900,F,G,3,3,7000,2000,3671,4058,3693,40,5986,1989,6265,3588,1452,3148,8500,7625,867,4121,4367,7364,7064,174,2.0.0
DCA,USA,Washington National,2300,C,C,3,2,6500,1500,3696,4083,3719,21,5995,1973,6291,3613,1445,3174,8480,7645,842,4113,4349,7389,7079,175,2.6.0
IAD,USA,Washington,3600,F,G,4,4,0,0,3708,4096,3729,0,5981,1953,6300,3624,1461,3185,8462,7640,829,4127,4356,7395,7070,176,2.0.0
CHO,USA,Charlottesville,2100,C,C,1,2,1500,1500,3775,4162,3796,68,6001,1908,6367,3691,1450,3252,8408,7690,763,4110,4313,7461,7107,177,2.0.0
ROA,USA,Roanoke,2100,C,C,1,2,1500,1500,3861,4249,3882,154,6008,1837,6451,3776,1459,3339,8328,7739,676,4107,4274,7540,7137,178,2.6.0
TYS,USA,Knoxville,3050,F,G,2,3,2000,1500,4066,4457,4082,364,5985,1649,6643,3976,1538,3542,8119,7818,471,4143,4218,7710,7168,179,2.6.0
BNA,USA,Nashville,3350,F,G,2,3,3000,2500,4147,4544,4157,471,5896,1518,6703,4049,1654,3623,7998,7781,410,4238,4266,7747,7104,180,2.0.0
HSV,USA,Huntsville,3850,F,G,1,3,1500,2500,4213,4606,4226,517,5967,1517,6779,4119,1609,3689,7969,7869,330,4172,4180,7831,7186,181,2.6.0
ATL,USA,Atlanta,3800,F,G,5,4,25000,6000,4171,4557,4192,464,6082,1639,6760,4087,1479,3649,8063,7945,369,4053,4095,7837,7283,182,2.0.0
CLT,USA,Charlotte,3050,F,G,4,4,12000,4000,3981,4364,4005,280,6094,1800,6579,3900,1402,3459,8255,7864,566,4028,4156,7673,7247,183,2.0.0
GSO,USA,Greensboro,3050,F,G,2,4,2000,3000,3909,4293,3933,208,6073,1844,6507,3828,1404,3387,8315,7813,635,4045,4201,7602,7209,184,2.0.0
RDU,USA,Raleigh-Durham,3050,F,G,3,3,4000,2000,3876,4257,3903,195,6112,1901,6480,3799,1356,3355,8366,7826,677,4003,5181,7585,7235,185,2.0.0
RIC,USA,Richmond,2750,E,E,2,3,2500,2000,3758,4142,3784,87,6060,1963,6360,3680,1387,3237,8454,7726,787,4050,5270,7465,7156,186,2.2.4
ORF,USA,Norfolk,2750,E,E,2,2,2000,1500,3741,4120,3771,137,6118,2019,6351,3667,1326,3221,8501,7760,816,3991,4228,7466,7202,187,2.0.0
ECG,USA,Elizabeth City,2200,,C,0,1,,,3765,4142,3796,173,6152,2025,6378,3693,1294,3245,8495,7798,801,3958,4190,7496,7240,188,2.0.0
CHS,USA,Charleston,2750,F,G,2,2,2500,1500,4041,4416,4074,384,6236,1864,6656,3971,1276,3523,8262,8004,552,3888,4012,7769,7393,189,2.2.4
SAV,USA,Savannah,2850,F,G,2,3,2000,1500,4116,4491,4148,448,6246,1814,6729,4045,1293,3597,8192,8049,483,3883,3975,7839,7421,190,2.6.0
JAX,USA,Jacksonville,3050,F,G,2,4,3000,3000,4201,4573,4237,549,6316,1811,6820,4134,1259,3684,8138,8145,446,3818,3883,7936,7507,191,2.0.0
MCO,USA,Orlando,3650,F,G,4,4,12000,7500,4273,4637,4315,660,6432,1863,6902,4213,1179,3759,8115,8270,478,3707,3758,8032,7631,192,2.0.0
VRB,USA,Vero Beach,2250,C,C,1,1,1500,1500,4272,4631,4318,694,6496,1922,6905,4217,1116,3760,8142,8318,536,3641,3704,8045,7689,193,2.6.0
PBI,USA,West Palm Beach,3050,F,G,2,2,3000,1500,4300,4655,4349,748,6555,1957,6937,4250,1075,3790,8136,8377,572,3584,3644,8084,7750,194,2.2.4
FLL,USA,Fort Lauderdale,2750,F,G,4,3,9000,2000,4328,4681,4379,785,6584,1967,6966,4279,1062,3819,8119,8414,585,3556,3608,8115,7784,195,2.0.0
OPF,USA,Opa-Locka,2439,E,E,1,3,1500,2000,4340,4693,4391,796,6589,1964,6978,4291,1064,3831,8109,8423,583,3552,3599,8127,7792,196,2.4.0
MIA,USA,Miami,3950,F,G,4,5,11000,20500,4345,4698,4396,802,6595,1966,6983,4297,1062,3836,8106,8430,586,3547,3593,8133,7798,197,2.0.0
RSW,USA,Fort Myers,3650,F,G,3,2,3500,1500,4370,4729,4415,776,6515,1876,7003,4315,1152,3858,8051,8382,495,3630,3650,8140,7731,198,2.0.0
PGD,USA,Punta Gorda,2200,C,C,1,1,1500,1500,4363,4723,4407,757,6489,1857,6994,4306,1173,3850,8048,8358,474,3656,3675,8128,7706,199,2.6.0
SRQ,USA,Sarasota,2900,F,G,2,2,2000,1500,4364,4728,4405,739,6449,1819,6992,4304,1212,3849,8031,8327,435,3697,3709,8119,7669,200,2.6.0
PIE,USA,St. Pete - Clearwater,2966,,C,0,1,,,4347,4713,4387,712,6419,1803,6973,4285,1231,3832,8036,8296,417,3726,3740,8096,7637,201,2.0.0
TPA,USA,Tampa,3350,F,G,3,4,6000,7000,4338,4704,4378,705,6420,1809,6964,4277,1225,3823,8045,8293,423,3724,3743,8089,7636,202,2.0.0
MOB,USA,Mobile,2600,E,E,1,1,1500,1500,4433,4820,4453,726,6116,1478,7016,4347,1564,3910,7823,8087,113,4040,3971,8078,7374,203,2.6.0
MSY,USA,New Orleans,3250,F,G,3,3,0,0,4536,4925,4552,829,6087,1386,7109,4446,1646,4012,7711,8103,0,4079,3961,8155,7366,204,2.0.0
LFT,USA,Lafayette,2450,E,E,1,2,1500,1500,4588,4981,4600,888,6021,1296,7146,4492,1735,4063,7632,8065,91,4150,4001,8172,7313,205,2.6.0
AEX,USA,Alexandria,2850,F,G,1,2,1500,1500,4558,4955,4566,869,5950,1254,7103,4458,1784,4033,7630,7992,143,4219,4074,8116,7240,206,2.3.0
IAH,USA,Houston,3650,F,G,4,5,11000,11500,4714,5113,4718,1032,5919,1130,7244,4610,1898,4189,7466,8019,264,4266,4051,8231,7237,207,2.0.0
HOU,USA,Houston Hobby,2320,E,E,3,2,4000,1500,4727,5126,4733,1042,5937,1138,7260,4625,1890,4202,7461,8039,263,4249,4030,8250,7257,208,2.2.4
HRL,USA,Harlingen,2500,E,E,1,2,1500,1500,4965,5361,4972,1270,6006,1091,7501,4864,1976,4440,7262,8175,452,4207,3892,8477,7358,209,2.3.0
SAT,USA,San Antonio,2600,F,G,3,3,3500,2000,4842,5246,4840,1182,5831,979,7342,4731,2051,4317,7305,7978,429,4369,4090,8289,7171,210,2.2.4
AUS,USA,Austin,3700,F,G,3,3,6000,2500,4784,5188,4782,1125,5830,1010,7288,4674,2019,4259,7360,7960,385,4364,4109,8243,7162,211,2.0.0
DAL,USA,Dallas Love Field,2700,E,E,3,3,5000,1500,4637,5044,4631,1009,5739,1025,7127,4522,2021,4112,7459,7831,379,4439,4239,8079,7051,212,2.0.0
DFW,USA,Dallas/Fort Worth,4100,F,G,4,5,17500,18500,4641,5049,4634,1016,5731,1015,7128,4525,2031,4116,7451,7825,389,4448,4245,8078,7043,213,2.0.0
TIK,USA,Oklahoma City,3350,,E,0,0,,,4539,4952,4526,974,5607,996,6999,4416,2097,4015,7488,7679,485,4563,4274,7932,6906,214,2.0.0
MCI,USA,Kansas City,3300,F,G,3,4,4000,3500,4281,4697,4264,803,5514,1156,6734,4154,2078,3758,7681,7505,600,4634,4560,7679,6770,215,2.0.0
XNA,USA,Bentonville,2700,F,G,1,1,1500,1500,4700,4809,4391,816,5665,1149,6886,4282,1979,3875,7647,7683,429,4492,4384,7852,6938,216,2.6.0
LRF,USA,Little Rock AFB,3650,,E,1,1,,,4387,4791,4387,744,5795,1252,6907,4278,1849,3862,7721,7793,311,4360,4271,7904,7060,217,2.0.0
MEM,USA,Memphis,3400,F,G,2,5,2000,34500,4308,4708,4312,644,5855,1358,6846,4204,1757,3783,7825,7813,304,4293,4246,7865,7100,218,2.0.0
STL,USA,St. Louis,3400,F,G,3,3,4500,3000,4163,4571,4157,603,5666,1350,6665,4048,1887,3638,7868,7593,526,4472,4464,7659,6891,219,2.0.0
SDF,USA,Louisville,3650,F,G,2,6,2000,59500,4030,4430,4036,392,5821,1564,6576,3928,1692,3505,8071,7667,540,4307,4375,7616,7006,220,2.0.0
IND,USA,Indianapolis,3400,F,G,3,5,3500,23500,3986,4391,3986,413,5729,1545,6515,3878,1771,3461,8066,7572,616,4396,4471,7541,6910,221,2.0.0
CVG,USA,Cincinnati/Kentucky,3650,F,G,3,5,3000,14000,3958,4358,3963,337,5805,1617,6505,3856,1688,3433,8131,7621,610,4318,4415,7548,6974,222,2.0.0
DAY,USA,Dayton,3350,F,G,1,2,1500,1500,3908,4310,3912,319,5773,1641,6451,3804,1708,3383,8161,7573,665,4347,4461,7493,6932,223,2.6.0
FFO,USA,Dayton AFB,3800,,,0,0,,,3905,4307,3910,311,5781,1649,6450,3802,1699,3380,8168,7578,664,4347,4339,7494,6939,224,2.0.0
CMH,USA,Columbus,3100,F,G,2,4,3000,7000,3858,4258,3865,260,5801,1702,6410,3757,1669,3334,8223,7572,701,4317,4455,7462,6945,225,2.0.0
PIT,USA,Pittsburgh,3500,F,G,3,4,3500,3000,3747,4144,3758,159,5837,1825,6312,3651,1612,3222,8347,7548,798,4274,4465,7380,6950,226,2.0.0
MDT,USA,Harrisburg,3050,F,G,1,3,1500,2000,3636,4026,3654,82,5930,1984,6223,3549,1506,3112,8503,7564,900,4176,4428,7315,7003,227,2.6.0
AVP,USA,Wilkes-Barre,2300,C,C,1,1,1500,1500,3556,3948,3573,165,5890,2032,6140,3467,1541,3032,8556,7493,980,4213,4492,7231,6944,228,2.6.0
ALB,USA,Albany,2600,E,E,2,3,2000,1500,3437,3830,3453,283,5851,2120,6020,3347,1580,2913,8646,7400,1100,4249,4572,7113,6873,229,2.6.0
BTV,USA,Burlington,2550,E,E,1,2,1500,1500,3353,3751,3365,384,5768,2153,5926,3258,1665,2829,8673,7295,1188,4329,4674,7012,6775,230,2.6.0
OGS,USA,Ogdensburg,1950,C,C,1,1,1500,1500,3426,3827,3433,356,5715,2055,5984,3325,1715,2901,8574,7292,1126,4385,4692,7056,6748,231,2.6.0
SYR,USA,Syracuse,2750,F,G,1,2,1500,1500,3504,3902,3515,258,5787,2020,6073,3408,1643,2980,8545,7388,1039,4315,4600,7151,6836,232,2.6.0
ROC,USA,Rochester,2450,E,E,2,3,2000,1500,3559,3959,3566,251,5755,1951,6118,3459,1677,3034,8477,7390,992,4349,1607,7186,6823,233,2.6.0
BUF,USA,Buffalo,2700,E,E,2,3,2500,1500,3602,4003,3608,247,5743,1904,6156,3500,1692,3077,8429,7402,954,4363,4601,7219,6823,234,2.0.0
CLE,USA,Cleveland,3050,F,G,3,4,3500,3000,3767,4169,3772,250,5753,1757,6314,3664,1701,3242,8282,7491,798,4360,4530,7365,6878,235,2.0.0
DTW,USA,Detroit,3650,F,G,4,4,9000,4500,3787,4193,3786,333,5677,1696,6316,3678,1781,3262,8222,7438,806,4437,4589,7350,6812,236,2.0.0
SBN,USA,South Bend,2600,E,E,1,2,1500,1500,3906,4315,3901,438,5630,1561,6416,3792,1852,3382,8087,7453,729,4491,4587,7430,6798,237,2.6.0
MDW,USA,Chicago Midway,2000,C,C,3,3,6000,1500,3950,4361,3942,501,5590,1498,6447,3833,1903,3426,8024,7438,718,4534,4607,7448,6771,238,2.0.0
ORD,USA,Chicago,3950,F,G,4,5,19500,18000,3948,4359,3938,511,5576,1494,6442,3829,1915,3424,8019,7426,728,4548,4620,7440,6757,239,2.0.0
RFD,USA,Rockford,3100,F,G,1,5,1500,15000,3978,4391,3965,565,5535,1445,6458,3856,1964,3454,7970,7403,735,4591,4646,7445,6725,240,2.6.0
MKE,USA,Milwaukee,3050,F,G,3,3,3500,2000,3947,4362,3932,579,5498,1457,6420,3822,1993,3424,7978,7359,780,4626,1690,7402,6683,241,2.6.0
MSP,USA,Minneapolis,3350,F,G,4,4,9500,5500,3996,4418,3967,787,5298,1330,6405,3857,2205,3477,7824,7204,905,4831,4853,7338,6504,242,2.0.0
BZN,USA,Bozeman,2750,C,C,1,1,1500,1500,4453,4887,4387,1537,4726,831,6598,4277,2898,3959,7111,6836,1362,5439,5231,7319,6035,243,2.0.0
GEG,USA,Spokane,3350,F,G,2,3,2000,2000,4513,4947,4430,1804,4450,894,6521,4322,3181,4035,6909,6590,1642,5720,5472,7160,5773,244,2.2.4
BOI,USA,Boise,3050,E,E,2,2,2000,1500,4686,5120,4613,1755,4636,652,6759,4504,3071,4197,6860,6812,1481,5551,5245,7409,5981,245,2.0.0
SLC,USA,Salt Lake,3650,F,G,3,3,7000,1500,4717,5149,4659,1584,4887,545,6899,4548,2849,4215,6965,7060,1239,5303,5000,7610,6232,246,2.0.0
PVU,USA,Provo,2600,F,G,1,2,1500,1500,4738,5170,4681,1577,4918,521,6931,4571,2830,4235,6962,7094,1215,5274,4965,7646,6265,247,2.6.0
DEN,USA,Denver,4900,F,G,4,4,16000,8000,4560,4987,4520,1259,5175,740,6875,4409,2513,4046,7254,7288,922,4999,4780,7694,6490,248,2.0.0
ABQ,USA,Albuquerque,4200,F,G,2,4,2500,3000,4844,5268,4810,1411,5305,545,7178,4699,2524,4327,7060,7488,880,4897,4573,7980,6658,249,2.0.0
ELP,USA,El Paso,3660,F,G,2,3,2000,2000,4991,5411,4964,1472,5446,552,7361,4854,2477,4471,6990,7656,837,4773,4400,8174,6813,250,2.2.4
TUS,USA,Tucson,3350,F,G,2,2,2000,1500,5113,5539,5074,1676,5260,319,7401,4964,2709,4598,6790,7503,1069,4974,4539,8132,6643,251,2.0.0
PHX,USA,Phoenix,3500,F,G,4,4,11000,10500,5079,5507,5035,1696,5168,264,7333,4925,2772,4567,6777,7408,1128,5063,4635,8045,6549,252,2.0.0
LAS,USA,Las Vegas,4400,F,G,4,4,12500,3000,5034,5466,4977,1790,4948,225,7200,4867,2945,4530,6710,7187,1301,5278,4854,7857,6327,253,2.0.0
IPL,USA,Imperial,1600,B,B,1,1,1500,1500,5209,5639,5157,1875,5051,82,7396,5047,2947,4701,6601,7318,1305,5196,4710,8040,6444,254,2.0.0
SAN,USA,San Diego,3600,F,G,3,4,0,0,5258,5689,5202,1953,4991,0,7410,5092,3028,4753,6527,7266,1386,5263,4755,8023,6388,255,2.0.0
ONT,USA,Ontario,3700,F,G,2,4,2500,9000,5201,5634,5142,1943,4926,82,7333,5032,3053,4699,6547,7195,1408,5320,4830,7941,6320,256,2.0.0
LAX,USA,Los Angeles,3950,F,G,4,5,20000,21500,5228,5661,5167,1983,4898,95,7342,5057,3093,4727,6508,7172,1448,5352,4850,7935,6294,257,2.0.0
BUR,USA,Burbank,2100,C,C,2,3,2500,1500,5214,5647,5153,1975,4891,106,7327,5042,3091,4713,6518,7163,1446,5357,4860,7922,6286,258,2.6.0
SJC,USA,San Jose,3350,E,E,3,3,4500,2000,5139,5574,5064,2080,4639,363,7142,4955,3277,4651,6459,6906,1634,5600,5117,7684,6031,259,2.0.0
SFO,USA,San Francisco,3600,F,G,4,4,13500,6500,5136,5571,5060,2096,4613,389,7127,4951,3299,4650,6448,6880,1657,5626,5143,7661,6005,260,2.0.0
OAK,USA,Oakland,3200,F,G,3,5,4000,15000,5127,5562,5051,2087,4616,388,7121,4942,3292,4641,6458,6881,1650,5622,5142,7658,6007,261,2.0.0
SMF,USA,Sacramento,2600,F,G,3,4,4000,4000,5062,5496,4985,2043,4607,417,7062,4877,3267,4575,6512,6862,1629,5623,5167,7615,5993,262,2.0.0
MCC,USA,Sacramento McClellan,3231,,C,0,1,,,5059,5493,4983,2035,4616,411,7064,4874,3258,4572,6519,6870,1620,5614,5160,7620,6001,263,2.0.0
RNO,USA,Reno,3350,E,E,2,2,2000,1500,3350,5412,4904,1949,4650,425,7013,4794,3187,4488,6610,6888,1554,5570,5150,7599,6027,264,2.2.4
PDX,USA,Portland,3350,F,G,3,4,5500,9500,4725,5159,4636,2016,4343,811,6649,4529,3361,4256,6669,6539,1779,5849,5510,7213,5696,265,2.0.0
SEA,USA,Seattle,3600,F,G,4,5,12500,12500,4623,5056,4531,1998,4294,914,6537,4424,3368,4157,6730,6468,1810,5887,5587,7112,5635,266,2.0.0
PAE,USA,Paine Field,2750,F,G,1,2,1500,1500,4599,5032,4506,1996,4280,940,6510,4399,3372,4133,6743,6449,1820,5898,5607,7087,5618,267,2.2.4
KOA,USA,Kalaoa,3350,E,E,2,2,2000,,6616,7126,6578,4145,3628,2217,7515,6486,5198,6339,4411,5845,3588,6904,5817,7210,4960,268,2.0.0
OGG,USA,Kahului,2150,E,E,2,2,3000,,6723,7059,6512,4123,3575,2204,7447,6420,5197,6278,4447,5803,3580,6945,5873,7158,4915,269,2.0.0
HNL,USA,Honolulu,3650,F,G,3,3,6000,2000,6658,7041,6494,4176,3489,2267,7374,6405,5269,6274,4409,5716,3646,7032,5957,7072,4828,270,2.0.0
JRF,USA,Kalaeloa,2438,,C,0,1,,,6647,7043,6496,4184,3483,2275,7370,6407,5277,6277,4403,5708,3654,7040,5964,7065,4821,271,2.0.0
LIH,USA,Lihue,2000,C,C,1,2,1500,,6644,7007,6462,4218,3401,2321,7293,6374,5331,6255,4386,5629,3703,7119,6045,6984,4740,272,2.0.0
GUM,USA,Guam,3650,F,G,2,1,,,6385,6440,6186,6865,1354,5359,4891,6191,8289,6503,2869,2566,6688,9925,8524,4041,1837,273,2.0.0
SPN,Northern Mariana Islands,Saipan,2650,E,E,1,1,,,6328,6396,6127,6753,1279,5260,4904,6130,8180,6432,2960,2611,6583,9949,8539,4082,1855,274,3.4.0
ADQ,USA,Kodiak,2296,,C,0,1,,,4449,4843,4296,3018,3066,2073,5681,4207,4470,4105,6187,5226,3022,7088,6819,6003,4388,275,2.0.0
ANC,USA,Anchorage,3800,F,G,2,5,2500,17500,4232,4627,4081,2908,3123,2127,5532,3991,4366,3886,6384,5218,2975,7012,6840,5916,4406,276,2.0.0
YVR,Canada,Vancouver,3500,F,G,3,4,7000,3000,4550,4982,4454,2031,4210,1024,6432,4347,3421,4090,6746,6369,1885,5964,5688,7002,5541,277,2.0.0
YXX,Canada,Abbotsford,2900,F,G,1,2,1500,,4542,4975,4448,1999,4243,1005,6443,4341,3388,4080,6770,6399,1851,5930,5659,7022,5573,278,2.0.0
YYC,Canada,Calgary,4250,F,G,3,3,5000,2500,4261,4696,4179,1691,4440,1113,6298,4071,3113,3785,7115,6508,1653,5708,5561,6985,5722,279,2.0.0
YEG,Canada,Edmonton,3350,F,G,2,3,3000,2500,4146,4580,4060,1706,4375,1245,6166,3952,3145,3675,7173,6410,1730,5764,5659,6858,5638,280,2.0.0
YXE,Canada,Saskatoon,2350,E,E,1,2,1500,,4044,4479,3972,1448,4613,1253,6186,3863,2890,3557,7393,6600,1517,5519,5469,6953,5851,281,2.0.0
YQR,Canada,Regina,2530,E,E,1,3,1500,,4073,4507,4009,1339,4740,1198,6267,3899,2773,3578,7442,6727,1388,5395,5341,7059,5981,282,2.0.0
YWG,Canada,Winnipeg,3350,F,G,2,3,2000,,3901,4331,3851,1068,4962,1359,6201,3741,2517,3394,7715,6868,1237,5161,5193,7071,6161,283,2.0.0
YHM,Canada,Hamilton,3050,F,G,1,4,1500,4500,3634,4038,3637,278,5705,1853,6178,3529,1733,3109,8378,7388,933,4402,4622,7232,6797,284,2.6.0
YYZ,Canada,Toronto,3400,F,G,4,5,12000,13000,3605,4009,3607,301,5685,1870,6146,3499,1751,3080,8394,7358,966,4421,4650,7198,6771,285,2.0.0
YTZ,Canada,Toronto City,1216,B,B,2,1,2000,1500,3599,4003,3602,295,5692,1880,6142,3494,1743,3074,8403,7361,969,4413,4646,7197,6777,286,2.4.4
YOW,Canada,Ottawa,3050,F,G,2,3,2500,2000,3410,3814,3414,391,5677,2051,5961,3307,1753,2885,8565,7254,1148,4423,4731,7028,6709,287,2.0.0
YUL,Canada,Montreal,3350,F,G,3,4,5500,3000,3339,3741,3347,425,5704,2132,5900,3239,1729,2814,8646,7238,1210,4394,4735,6977,6712,288,2.0.0
YQB,Canada,Quebec,2750,F,G,1,3,1500,1500,3214,3616,3221,541,5670,2237,5775,3113,1773,2689,8737,7147,1336,4425,4811,6856,6644,289,2.0.0
YHZ,Canada,Halifax,3200,F,G,2,2,2000,1500,2996,3380,3024,716,5890,2564,5605,2920,1611,2474,9080,7183,1545,4204,4713,6733,6766,290,2.0.0
GOH,Greenland,Nuuk,2800,E,E,1,1,,,2240,2673,2187,1767,4844,3019,4623,2076,2808,1744,8800,5959,2512,5263,5925,5647,5567,291,3.0.0
SFJ,Greenland,Kangerlussuaq,2800,E,E,1,1,1500,,2210,2645,2141,1909,4678,3063,4524,2031,2978,1732,8673,5797,2633,5430,6094,5523,5396,292,2.0.0
KEF,Iceland,Keflavik,3100,F,G,3,2,3500,1500,1495,1930,1432,2426,4790,3771,3898,1322,3208,1023,8983,5475,3215,5363,6270,4971,5240,293,2.0.0
FAE,Faroe Islands,Vagar,2050,C,C,1,1,1500,1500,1090,1524,1009,2835,4731,4195,3475,899,3505,674,8924,5165,3635,5463,6490,4568,5018,294,2.3.0
NOC,Ireland,Knock,2400,F,G,1,1,1500,1500,862,1278,879,2854,5184,4422,3466,777,3285,338,9334,5402,3680,5033,6140,4626,5359,295,2.2.0
SNN,Ireland,Shannon,3000,F,G,2,2,2000,1500,844,1251,878,2865,5250,4459,3466,781,3258,321,9388,5434,3692,4971,6090,4633,5407,296,2.0.0
ORK,Ireland,Cork,2150,E,E,2,2,2000,1500,817,1216,863,2891,5288,4501,3447,770,3258,300,9413,5441,3720,4938,6068,4620,5427,297,2.2.0
DUB,Ireland,Dublin,2650,F,G,4,3,8500,2000,767,1184,786,2949,5166,4513,3373,686,3363,243,9289,5329,3775,5062,6191,4536,5305,298,2.0.0
IOM,Isle of Man,Isle of Man,2100,C,C,1,1,1500,1500,730,1155,734,2996,5103,4537,3319,631,3430,218,9219,5261,3821,5129,6261,4477,5235,299,2.2.0
BFS,United Kingdom,Belfast,2800,F,G,2,3,2500,1500,795,1220,795,2934,5101,4472,3379,691,3386,283,9238,5300,3758,5123,6239,4533,5259,300,2.0.0
LDY,United Kingdom,Derry,2000,C,C,1,1,1500,1500,835,1260,832,2897,5097,4431,3414,727,3362,323,9245,5322,3721,5122,6228,4566,5271,301,2.2.0
GLA,United Kingdom,Glasgow,2700,F,G,3,2,3500,1500,780,1212,756,2978,5007,4478,3328,648,3465,300,9143,5217,3799,5217,6332,4473,5167,302,2.0.0
INV,United Kingdom,Inverness,1850,C,C,1,2,1500,1500,832,1267,784,2970,4915,4429,3331,674,3506,386,9065,5171,3786,5304,6403,4464,5099,303,2.2.0
ABZ,United Kingdom,Aberdeen,1950,C,C,2,2,2000,1500,774,1209,721,3033,4900,4489,3269,611,3558,350,9035,5121,3849,5326,6439,4403,5061,304,2.2.0
DND,United Kingdom,Dundee,1400,B,B,1,1,1500,1500,764,1198,725,3016,4953,4495,3287,616,3520,313,9085,5161,3835,5274,6390,4427,5109,305,2.2.0
EDI,United Kingdom,Edinburgh,2550,F,G,3,2,4500,1500,754,1187,724,3012,4985,4504,3293,616,3501,289,9114,5182,3832,5243,6363,4438,5135,306,2.0.0
NCL,United Kingdom,Newcastle,2300,F,G,2,1,2500,1500,676,1108,651,3081,5000,4583,3227,544,3543,219,9103,5146,3902,5238,6377,4378,5118,307,2.0.0
LBA,United Kingdom,Leeds Bradford,2250,E,E,2,1,2000,1500,634,1062,629,3101,5058,4627,3214,526,3528,151,9144,5166,3925,5185,6337,4373,5156,308,2.0.0
MAN,United Kingdom,Manchester,3200,F,G,3,3,7500,2500,636,1061,644,3088,5096,4629,3231,543,3500,132,9179,5196,3913,5147,6301,4393,5191,309,2.0.0
